csr_x_h,moisture_mm,n_points,q25_mm,q75_mm,subset,site_id,layer,segment,segment_label,coord_mode
61.74107142857143,8.36168,1,8.36168,8.36168,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
62.11607142857143,8.26008,2,8.23976,8.2804,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
62.49107142857143,8.13816,1,8.13816,8.13816,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
62.74107142857143,8.45312,1,8.45312,8.45312,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
63.11607142857143,8.45312,2,8.45312,8.45312,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
63.49107142857143,8.42264,1,8.42264,8.42264,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
63.86607142857143,8.412479999999999,2,8.407399999999999,8.41756,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
64.24107142857143,8.382,1,8.382,8.382,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
64.61607142857143,8.346440000000001,2,8.343900000000001,8.348980000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
64.99107142857143,8.31088,1,8.31088,8.31088,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
65.24107142857143,8.270240000000001,1,8.270240000000001,8.270240000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
65.61607142857143,8.111744000000002,2,8.057896000000001,8.165592,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
65.99107142857143,7.991855999999999,1,7.991855999999999,7.991855999999999,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
66.36607142857143,7.96544,2,7.956296,7.974584,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
66.74107142857143,7.927848,1,7.927848,7.927848,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
66.99107142857143,7.883144000000001,1,7.883144000000001,7.883144000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
67.36607142857143,7.819644,2,7.803642,7.835646,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
67.74107142857143,7.724648,1,7.724648,7.724648,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
68.11607142857143,7.606792,2,7.586472,7.627112,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
68.49107142857143,7.477760000000001,1,7.477760000000001,7.477760000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
