site_id,event_id,layer,t_h,moisture_mm,start_mm,end_mm,total_drop_mm,duration_h,event_storage_norm,segment,segment_t_h,csr_x_h,subset
275,S275_moisture_4in_0008,moisture_4in,1.0,12.8016,13.02512,10.33272,2.692400000000001,13.75,0.9169811320754715,early_0_3h,1.0,15.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,1.25,12.740639999999999,13.02512,10.33272,2.692400000000001,13.75,0.8943396226415087,early_0_3h,1.25,15.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,1.5,12.66952,13.02512,10.33272,2.692400000000001,13.75,0.8679245283018865,early_0_3h,1.5,16.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,1.75,12.60856,13.02512,10.33272,2.692400000000001,13.75,0.8452830188679245,early_0_3h,1.75,16.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,2.0,12.53744,13.02512,10.33272,2.692400000000001,13.75,0.8188679245283016,early_0_3h,2.0,16.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,2.25,12.46632,13.02512,10.33272,2.692400000000001,13.75,0.7924528301886787,early_0_3h,2.25,16.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,2.5,12.405360000000002,13.02512,10.33272,2.692400000000001,13.75,0.7698113207547173,early_0_3h,2.5,17.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,2.75,12.32408,13.02512,10.33272,2.692400000000001,13.75,0.7396226415094338,early_0_3h,2.75,17.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0073,moisture_4in,0.0,12.578080000000002,12.578080000000002,10.73912,1.838960000000002,9.25,1.0,early_0_3h,0.0,17.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0073,moisture_4in,0.25,12.527280000000001,12.578080000000002,10.73912,1.838960000000002,9.25,0.9723756906077345,early_0_3h,0.25,17.99107142857143,clean_stageII_48h
