site_id,layer,events,associated_24h_rate,associated_48h_rate,interrupted_rate,median_duration_h,median_drop_mm,median_trim3_r2,median_trim3_tau_h,median_early3_drop_share,stageII_like_rate,stageI_like_rate,early_transient_heavy_rate,during_vpd_mean,clean_24h_rate,clean_48h_rate,stageII_clean_48h_rate
340,moisture_4in,74,0.8513513513513513,0.918918918918919,0.24324324324324326,11.375,2.1066759999999998,0.9909400849209034,14.316108137009579,0.31468784462528293,0.47297297297297297,0.22972972972972974,0.22972972972972974,0.7977063015475959,0.6216216216216216,0.6756756756756757,0.33783783783783783
340,moisture_8in,22,1.0,1.0,0.7727272727272727,16.375,3.5204400000000002,0.9973091574803407,11.850806226141552,0.34055476416587493,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.35573239670423296,0.22727272727272727,0.22727272727272727,0.22727272727272727
380,moisture_12in,2,0.0,0.0,0.0,8.625,1.6611599999999989,0.9913449857681604,7.8705720207985514,0.31199821587868043,1.0,0.0,0.0,1.722917094017094,0.0,0.0,0.0
380,moisture_16in,3,0.6666666666666666,1.0,0.0,10.75,1.7881600000000013,0.994004531366354,5.842931099557914,0.26262626262626276,1.0,0.0,0.0,1.6175804924242427,0.6666666666666666,1.0,1.0
380,moisture_4in,4,0.75,1.0,0.0,7.125,1.2344399999999984,0.9911594609822342,9.447120974549442,0.24659659659659666,0.25,0.75,0.0,1.6532864158132887,0.75,1.0,0.25
380,moisture_8in,1,0.0,1.0,0.0,11.25,2.265679999999998,0.9953297718248683,8.334387049148187,0.20179372197309448,1.0,0.0,0.0,2.1829130434782607,0.0,1.0,1.0
395,moisture_4in,11,0.9090909090909091,1.0,0.09090909090909091,11.25,1.9212559999999996,0.9952613557059358,6.703893889750986,0.21939163498098851,0.6363636363636364,0.0,0.18181818181818182,1.3288363545284243,0.8181818181818182,0.9090909090909091,0.5454545454545454
400,moisture_16in,1,1.0,1.0,0.0,16.5,2.770632,0.9997294143556392,7.73782295971336,0.34103410341034085,1.0,0.0,0.0,0.14977611940298508,1.0,1.0,1.0
400,moisture_4in,27,1.0,1.0,0.1111111111111111,5.0,1.0871200000000005,0.9934678358792932,5.532964210430187,0.7600000000000008,0.37037037037037035,0.14814814814814814,0.4444444444444444,0.5351387814267886,0.8888888888888888,0.8888888888888888,0.37037037037037035
405,moisture_12in,293,0.5392491467576792,0.757679180887372,0.07849829351535836,2.75,0.8940799999999989,0.9916275731975815,6.882834304952245,1.0,0.15699658703071673,0.06825938566552901,0.7474402730375427,0.9725773370181928,0.4880546075085324,0.6928327645051194,0.08873720136518772
405,moisture_16in,430,0.4627906976744186,0.7069767441860465,0.04883720930232558,1.5,0.8381999999999987,0.9877024428400896,5.001565105551858,1.0,0.06976744186046512,0.01627906976744186,0.8976744186046511,0.9153049069805812,0.4325581395348837,0.6651162790697674,0.030232558139534883
405,moisture_20in,402,0.2512437810945274,0.4129353233830846,0.017412935323383085,1.0,0.7315199999999997,0.9921215182505234,4.648740258688129,1.0,0.014925373134328358,0.009950248756218905,0.972636815920398,0.7931083091098955,0.2462686567164179,0.39800995024875624,0.007462686567164179
405,moisture_4in,555,0.645045045045045,0.7765765765765765,0.07567567567567568,2.0,1.026159999999999,0.988976684568411,4.768437473503097,1.0,0.11351351351351352,0.021621621621621623,0.8342342342342343,0.8174577470465413,0.5711711711711712,0.7009009009009008,0.07927927927927927
405,moisture_8in,152,0.631578947368421,0.7828947368421053,0.16447368421052633,3.75,1.178560000000001,0.9906462353480934,7.140630767498177,0.757812499999999,0.2565789473684211,0.08552631578947369,0.5723684210526315,0.9860129027622054,0.5,0.631578947368421,0.13815789473684212
415,moisture_4in,12,0.9166666666666666,1.0,0.16666666666666666,4.0,1.1277599999999999,0.9967632836691498,6.027515705706332,0.8925076939403584,0.4166666666666667,0.08333333333333333,0.5,0.5460621909041394,0.75,0.8333333333333334,0.4166666666666667
415,moisture_8in,8,1.0,1.0,0.625,2.375,0.7879080000000003,0.9390042546141102,55.788145444226,1.0,0.0,0.0,1.0,0.330113589112878,0.375,0.375,0.0
420,moisture_12in,12,1.0,1.0,1.0,6.125,1.7119599999999986,0.9978979131835056,6.167638973274984,0.6516566360468798,0.5,0.0,0.5,0.24142227172780317,0.0,0.0,0.0
420,moisture_16in,9,1.0,1.0,1.0,11.75,2.3266399999999994,0.9970213319949811,8.629362510416025,0.5425101214574898,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.22975772016040466,0.0,0.0,0.0
420,moisture_20in,1,1.0,1.0,1.0,3.0,0.6502400000000002,,,1.0,0.0,0.0,1.0,0.08553846153846154,0.0,0.0,0.0
420,moisture_4in,160,0.7375,0.83125,0.29375,10.0,1.9964400000000007,0.9940791326991478,7.6727504363743275,0.3753878955479098,0.7375,0.08125,0.15,0.900070762100696,0.45625,0.54375,0.44375
420,moisture_8in,22,1.0,1.0,0.8636363636363636,5.375,2.1996400000000005,0.9979972759533431,6.767874588627431,0.6884722776226566,0.5909090909090909,0.0,0.4090909090909091,0.3959542370034964,0.13636363636363635,0.13636363636363635,0.045454545454545456
